사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-08,경원선,137,신이문,"1,342",39,"8,032","1,089","11,991","2,194","30,629","3,849","31,434","6,884","17,705","4,330","12,349","5,004","10,634","5,759","10,554","6,808","10,266","7,365","8,976","7,885","8,708","11,315","8,189","12,754","8,187","17,113","8,089","27,513","5,631","23,281","3,398","14,407","2,633","11,696","1,882","10,914",922,"6,562",47,"1,081",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,138,석계,"1,148",14,"5,596","1,983","9,613","4,246","20,547","4,552","24,437","6,966","15,754","5,675","12,322","6,217","11,134","7,033","11,148","8,297","10,360","9,245","9,741","10,378","9,730","13,088","9,537","16,138","10,738","20,643","9,901","33,486","6,990","25,682","5,343","15,983","5,014","14,156","4,210","11,209","2,023","7,404",76,"1,369",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,139,광운대,"2,022",14,"5,523","1,293","11,194","2,903","27,535","4,257","24,909","8,774","13,429","7,803","9,602","6,036","8,521","6,462","9,511","7,018","8,771","7,502","8,518","8,080","8,215","9,131","9,371","10,686","9,727","13,992","8,838","21,922","5,521","20,266","4,210","12,268","3,795","10,154","3,000","8,742","1,436","8,182",84,"3,300",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,140,월계,645,4,"4,781","1,246","7,699","2,076","18,772","6,099","16,409","7,398","10,633","4,462","8,930","4,419","7,721","4,743","8,132","5,804","7,182","5,798","7,150","5,653","7,308","7,121","7,159","9,059","7,149","10,778","7,488","16,181","4,410","14,806","3,316","8,725","2,727","7,029","2,036","6,428",775,"4,174",43,941,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,141,녹천,930,10,"3,956",628,"6,464","1,417","16,717","2,728","13,955","3,927","8,878","2,096","6,519","2,665","5,574","3,235","7,052","3,946","5,506","3,845","4,508","3,702","4,725","4,694","4,987","6,248","4,985","7,645","4,295","11,481","3,280","11,571","1,915","6,738","1,802","5,884",970,"4,689",373,"3,433",43,688,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,142,창동,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,358,방학,701,10,"10,090","1,477","13,012","5,358","25,529","7,470","24,028","17,108","15,546","9,089","12,648","8,680","11,410","8,534","12,068","9,532","11,509","9,507","11,054","10,954","10,886","13,494","11,734","14,736","13,431","16,682","15,412","24,937","8,763","23,309","6,229","12,744","4,885","10,895","3,844","8,346","1,268","5,797",128,"1,954",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,359,도봉,313,12,"6,590","1,156","8,460","2,877","15,949","3,576","15,721","8,728","10,329","6,358","8,869","6,402","8,102","5,433","7,305","6,209","8,020","6,546","7,811","6,857","7,425","8,371","7,086","9,376","8,189","10,426","8,973","14,396","4,414","13,583","3,000","7,845","2,388","6,824","1,677","5,377",751,"3,551",80,"1,391",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,360,도봉산,316,2,"5,832",866,"8,386","2,284","20,039","3,631","18,649","5,661","11,803","7,359","9,661","10,397","9,661","8,540","11,179","10,287","12,668","7,799","12,208","7,823","13,039","7,577","13,680","7,339","12,957","7,313","11,409","8,721","7,660","7,887","4,807","4,452","3,121","3,921","2,106","3,418",634,"2,428",44,"1,132",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,361,망월사,453,5,"6,590",903,"10,985","2,935","21,915","4,011","21,035","9,915","12,348","8,073","9,727","6,648","9,711","6,214","9,155","8,248","9,062","7,204","8,358","8,023","8,444","9,042","8,616","11,045","9,730","13,934","8,864","20,015","4,689","19,947","3,476","11,982","2,927","9,306","2,439","8,155",892,"5,193",123,"1,963",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,362,회룡,981,29,"12,071","1,998","22,239","5,071","46,097","7,153","37,250","10,411","21,903","9,114","17,103","8,722","15,962","9,411","16,138","12,051","14,083","11,824","12,525","12,890","12,160","14,211","11,775","19,123","11,942","23,119","10,894","35,260","6,955","37,055","5,631","20,297","4,604","17,200","3,282","13,588","1,256","8,209",90,"3,035",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,363,의정부,"2,286",12,"9,277","2,156","19,483","7,479","38,600","13,687","35,198","30,809","21,228","29,994","18,347","21,978","20,445","22,124","22,112","24,499","22,959","29,564","23,441","27,177","25,601","25,202","28,334","27,945","32,111","31,635","36,208","43,865","24,320","42,127","24,708","25,097","17,042","22,044","14,608","16,059","5,378","11,275",378,"4,858",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,364,가능,479,5,"6,790","1,687","9,956","4,239","20,841","4,671","18,417","11,447","10,913","6,841","8,956","5,272","8,301","5,146","8,110","6,131","7,340","6,739","7,028","5,622","7,283","7,035","7,466","8,442","8,273","10,944","8,186","16,078","5,246","16,528","4,003","10,323","3,287","7,876","2,648","6,570","1,002","5,207",89,"1,307",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,365,녹양,225,2,"4,573",756,"7,514","2,197","14,775","3,414","13,033","7,428","7,051","3,793","5,888","2,728","5,549","3,506","5,286","3,870","5,076","4,111","4,555","3,563","4,819","4,868","4,833","5,962","5,696","7,608","6,716","11,330","3,658","11,478","2,455","7,765","2,063","5,868","1,390","5,158",538,"4,034",40,"1,192",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,366,양주,"1,428",12,"4,718","1,507","10,838","5,101","26,689","8,832","21,540","9,780","13,262","6,039","10,554","5,274","9,762","6,343","9,897","7,099","9,162","6,663","7,960","7,271","8,123","8,062","9,016","10,988","9,447","11,357","11,471","18,125","6,282","16,926","3,968","12,437","3,140","9,642","1,834","8,181",626,"5,191",19,"2,743",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,367,덕계,7,0,"2,050",456,"5,579","1,776","9,955","2,066","8,400","3,284","4,429","1,470","3,261","1,264","2,925","1,515","2,655","1,970","2,621","1,714","2,478","1,960","2,137","2,630","2,423","2,723","2,900","4,546","3,465","5,968","1,624","6,677","1,094","4,897",651,"3,163",611,"2,274",184,"2,338",18,653,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,368,덕정,4,0,"3,048","1,315","7,753","4,627","16,348","8,768","14,423","10,648","8,370","5,399","6,277","4,038","7,328","4,376","6,786","5,066","7,085","5,447","6,159","4,624","5,898","5,718","6,462","6,595","9,120","10,252","10,591","11,689","5,141","12,288","3,771","8,581","2,957","7,447","2,040","5,322","1,062","3,876",167,"1,168",0,0,0,1,0,0,2020-09-03 12:26:43
2020-08,경원선,369,지행,92,1,"4,380",777,"9,096","2,412","17,929","4,059","16,105","10,365","10,820","5,736","8,227","4,595","8,316","5,741","7,929","6,819","8,247","6,940","7,018","6,670","6,959","7,584","6,948","8,854","7,964","13,083","10,214","14,400","5,948","16,111","5,456","11,781","4,459","8,466","3,245","7,998","1,824","5,646",154,"2,097",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,370,동두천중앙,43,1,"2,313",554,"4,448","2,047","7,311","3,455","7,230","7,593","5,205","3,481","4,520","2,979","4,396","3,952","4,309","3,785","4,381","4,001","3,969","3,248","3,784","3,913","3,957","4,019","4,913","5,122","6,074","5,322","2,839","5,888","1,883","4,238","1,393","3,209",835,"2,975",355,"1,823",14,657,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,371,보산,42,0,"1,433",391,"2,405",889,"3,939","1,935","3,317","2,154","2,906","1,534","2,362","1,227","2,292","1,510","2,193","1,525","2,158","1,764","1,961","1,659","2,057","1,939","2,229","2,115","3,345","2,573","2,543","2,956","1,772","4,115","1,199","2,816",731,"2,090",430,"1,808",211,"1,105",15,391,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,372,동두천,17,0,725,339,"2,491","2,501","4,107","6,409","4,553","4,030","3,119","2,453","2,715","2,656","2,574","2,818","1,978","2,477","2,567","2,245","2,486","2,665","2,496","2,809","2,461","2,561","3,165","2,509","3,915","3,943","2,166","3,777","1,293","2,809",622,"2,193",393,"1,753",161,"1,135",1,470,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,경원선,373,소요산,97,0,732,909,"1,188","1,257","3,859","2,585","3,593","3,173","4,300","3,938","3,370","6,052","4,186","9,721","5,647","8,502","7,050","7,542","8,778","6,741","10,341","5,054","10,514","4,100","8,052","3,334","5,602","2,067","2,879","1,671","1,874","1,364",874,906,450,"1,157",139,755,3,386,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,280,산본,752,4,"7,777","1,804","19,980","6,117","46,620","13,219","43,263","25,299","21,345","19,120","16,556","15,583","16,617","15,219","17,958","17,245","17,630","19,297","16,817","19,209","17,815","19,766","19,038","21,464","21,884","30,431","26,742","51,167","18,350","49,029","14,463","26,763","14,181","19,987","12,777","16,353","4,155","11,979",563,"2,534",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,281,대야미,14,0,"2,000",958,"6,335","3,832","15,162","4,915","14,312","7,241","7,988","4,067","5,970","3,658","5,342","3,689","5,677","3,939","5,591","3,582","5,421","4,094","5,555","4,868","6,560","6,297","7,316","7,844","8,765","12,021","5,141","10,575","3,830","7,026","2,933","6,043","1,733","5,428",738,"3,509",119,665,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,282,반월,33,0,"2,993",996,"6,760","2,556","14,175","3,286","13,013","5,496","8,185","3,291","5,685","3,167","5,608","3,563","5,407","3,697","5,621","4,121","4,804","4,297","4,439","5,640","5,446","6,510","5,793","7,839","6,776","12,473","4,150","10,061","2,921","7,777","2,062","6,367","1,240","5,085",647,"3,627",139,705,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,283,상록수,468,16,"13,556","2,416","30,726","7,927","65,072","11,929","60,417","17,271","31,038","13,750","22,158","10,758","20,268","11,237","20,616","12,883","19,348","15,369","16,893","15,652","16,178","18,352","18,159","22,950","20,901","32,666","21,478","59,145","14,361","53,039","11,464","35,263","9,669","29,931","6,808","23,075","2,975","17,017",294,"3,647",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,284,한대앞,183,5,"5,436",828,"12,896","3,445","22,882","5,687","19,514","10,445","10,425","7,969","8,504","5,991","8,541","5,658","8,499","6,290","7,855","7,209","7,475","6,896","7,427","7,783","8,738","10,104","10,533","13,114","12,375","22,050","6,696","18,971","5,189","12,493","4,942","9,536","4,016","8,578","1,556","5,960",120,"1,444",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,285,중앙,238,6,"6,543",697,"20,672","6,666","41,165","9,209","33,041","25,681","16,395","21,327","14,582","14,161","15,596","14,598","17,415","17,168","17,727","19,793","16,609","20,424","17,972","19,145","22,201","22,439","24,338","28,095","28,381","47,276","18,261","42,220","18,345","25,508","17,452","20,964","15,059","15,933","5,779","12,234",392,"3,951",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,286,고잔,241,10,"4,081",692,"10,094","3,667","23,367","10,069","16,227","21,861","10,049","10,578","8,755","7,880","9,157","6,827","8,848","7,003","8,121","8,401","8,641","8,050","9,587","7,220","10,335","8,049","14,253","11,379","17,443","17,574","7,347","14,324","5,424","10,339","5,060","7,654","3,576","6,720","1,416","5,909",129,"2,205",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,287,초지,288,1,"2,398",399,"6,607","3,459","14,460","6,877","10,437","8,314","5,675","3,311","4,214","2,617","4,024","2,504","4,099","3,127","3,700","3,226","3,307","3,191","3,624","3,592","4,296","3,979","6,085","5,991","8,320","10,750","3,962","9,989","2,768","6,711","2,310","5,364","1,362","4,148",471,"3,186",29,"1,242",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,288,안산,"1,847",9,"9,212",766,"11,419","14,545","18,172","30,150","18,296","26,010","14,926","11,937","12,352","11,914","12,169","12,082","13,752","12,851","14,892","12,736","14,642","12,113","15,832","13,207","17,897","14,315","33,292","18,109","36,369","21,771","19,278","19,300","17,899","14,251","11,014","13,143","4,582","8,882","1,244","5,099",63,"1,952",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,289,신길온천,34,1,"1,614",47,"2,926","1,264","5,022","2,840","4,325","2,003","2,456","1,161","1,964","1,139","1,698","1,093","1,687","1,184","1,612","1,195","1,489","1,380","1,492","1,525","1,930","1,934","2,696","2,493","3,063","3,945","1,557","3,625","1,134","2,412",702,"2,060",357,"1,513",136,"1,222",5,448,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,290,정왕,337,3,"4,704",332,"7,758","9,056","13,506","20,442","11,158","19,257","7,842","9,998","7,341","6,215","7,046","6,421","8,010","6,702","7,982","6,981","7,758","7,567","8,567","7,929","11,072","7,700","14,902","10,636","19,368","14,173","9,715","12,423","7,471","9,087","5,321","7,843","2,610","6,947","1,012","4,791",12,"1,706",0,1,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,291,오이도,218,4,"5,368",80,"12,808","6,489","27,024","11,787","20,136","12,531","11,194","6,437","9,559","7,090","9,763","7,920","10,836","9,526","11,196","10,750","9,728","10,131","10,670","10,986","11,579","11,656","15,670","15,131","16,866","22,919","10,151","19,700","7,845","12,782","6,952","10,855","4,479","10,406","1,518","7,668",5,"2,938",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,안산선,292,수리산,9,2,"2,682",627,"7,712","1,570","16,169","3,091","15,043","3,820","8,302","2,327","5,414","2,694","4,889","2,434","4,610","2,727","4,381","2,791","3,854","2,935","3,959","3,601","3,757","4,371","4,089","5,911","4,692","10,027","2,566","9,285","1,705","5,877","1,326","4,811",896,"4,407",330,"2,862",38,511,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,과천선,230,선바위,5,0,"1,114",900,"5,396","7,633","16,796","19,056","20,241","22,682","12,964","13,376","7,772","6,488","7,017","6,075","7,455","6,224","7,973","5,518","7,578","5,596","8,060","6,451","10,715","6,831","19,319","10,528","28,002","15,322","14,041","12,674","8,308","7,721","6,834","6,873","3,726","6,458","1,047","3,586",5,167,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,과천선,231,경마공원,2,0,243,311,706,"1,747","1,732","2,335","2,391","6,467","1,634","2,186","1,204",938,"1,251","1,137","1,104","1,158","1,498","1,036","1,436",983,"1,512","1,014","1,816","1,447","3,788","1,632","6,711","1,992","1,128","1,577",638,"1,073",571,902,241,723,111,581,3,25,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,과천선,232,대공원,7,0,46,331,230,"3,186",877,"3,374","1,049","7,886","1,269","8,203","1,670","8,504","2,252","4,596","3,607","3,455","3,657","3,368","3,931","3,264","4,795","2,466","6,384","2,068","6,591","1,454","7,542","1,295","3,902",863,"1,598",424,"1,698",412,873,254,174,180,1,4,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,과천선,233,과천,10,1,"1,386",709,"5,260","8,415","16,006","3,373","15,368","6,117","8,908","3,245","6,244","3,183","5,827","3,229","5,929","3,515","5,921","3,651","5,381","3,845","5,652","4,185","8,739","5,964","9,514","6,982","6,608","12,540","3,125","11,298","1,814","6,369","1,382","6,134",938,"5,895",358,"4,262",13,171,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,과천선,234,정부과천청사,33,20,"1,356","1,213","4,890","9,195","12,555","17,151","12,142","49,385","8,604","13,652","6,847","8,112","7,719","6,637","7,990","6,974","8,555","7,345","8,993","7,280","10,241","7,073","14,997","7,912","23,589","10,291","41,982","14,175","11,463","12,662","8,760","7,035","7,514","6,150","4,266","5,092","1,170","3,655",5,135,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,과천선,235,인덕원,104,7,"7,542","2,232","23,043","10,512","66,092","27,372","58,179","86,501","31,018","30,583","22,036","15,875","21,018","15,815","22,806","15,323","22,605","17,562","20,815","18,885","21,826","19,865","26,326","25,072","37,935","36,622","69,159","61,690","26,323","58,184","19,684","31,234","18,746","26,479","12,350","25,135","3,766","16,443",56,"1,999",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,과천선,236,평촌,18,0,"3,441","2,271","16,566","8,122","46,462","26,729","38,366","70,764","19,284","28,240","14,486","12,596","13,764","11,516","14,265","11,613","13,939","14,510","14,366","13,073","16,882","12,252","18,681","15,994","31,845","21,673","54,708","37,059","22,786","38,204","16,303","19,514","14,436","14,997","12,203","13,562","3,653","8,212",73,"1,596",0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,과천선,237,범계,114,10,"6,765","2,871","25,501","10,506","68,683","18,399","58,123","48,697","29,802","39,194","22,408","25,068","23,758","22,880","25,825","23,843","25,781","29,741","25,703","26,139","28,399","27,466","33,426","32,290","39,561","43,139","52,450","69,308","31,888","64,011","33,626","32,225","26,384","24,852","23,074","21,721","7,918","12,487",260,"2,685",2,0,0,0,0,0,2020-09-03 12:26:43
2020-08,분당선,143,선릉,22,0,"1,163","1,163","2,086","10,500","3,710","40,562","5,254","114,888","4,829","72,039","5,555","30,742","7,131","18,975","8,744","18,974","9,815","18,975","10,907","15,431","13,684","13,628","21,407","12,983","37,338","15,851","67,717","19,529","30,139","11,992","17,520","6,254","15,961","4,802","15,693","3,824","3,620","2,732",106,550,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,분당선,144,한티,14,2,"1,497",938,"6,181","6,922","16,031","20,227","18,873","43,981","12,134","38,658","9,748","21,791","11,332","16,559","14,865","20,153","17,831","25,949","16,164","17,054","18,503","16,415","22,576","17,023","35,194","27,596","39,522","28,428","25,246","21,168","27,485","11,295","18,443","9,110","25,895","8,145","3,756","4,615",83,284,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,분당선,145,도곡,16,0,"1,043",795,"2,603","4,819","6,272","12,203","9,504","21,427","6,551","15,598","5,362","7,116","6,255","6,015","6,754","6,317","7,656","7,247","7,727","5,967","9,568","5,978","10,902","6,376","15,801","8,468","20,453","10,969","10,397","8,968","6,693","5,288","6,349","4,484","4,358","4,090","1,055","2,744",22,353,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,분당선,146,구룡,10,0,367,297,"1,014","3,153","2,167","5,716","2,727","4,130","2,189","2,063","1,711","1,156","2,152","1,158","2,420","1,454","2,287","1,461","1,882","1,440","2,492","1,390","4,684","1,633","4,125","1,935","2,806","2,527","1,381","2,204",773,"1,261","1,091","1,085",448,"1,020",110,786,6,34,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,분당선,147,개포동,1,0,776,537,"2,449","3,815","7,024","4,413","7,310","8,077","4,627","5,866","3,648","3,930","3,460","3,007","4,472","3,679","4,374","4,023","4,394","3,527","4,447","3,870","5,414","4,375","7,165","5,690","7,229","8,727","4,314","6,965","3,046","4,395","3,133","3,577","2,862","3,676",972,"2,167",10,90,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,분당선,148,대모산입구,11,0,"1,844","1,415","3,105","8,711","7,061","3,611","8,797","7,141","5,704","3,991","3,865","2,467","3,796","2,281","3,900","2,450","3,785","2,907","3,520","2,918","4,065","3,585","6,396","3,613","8,561","4,077","7,079","6,131","3,189","5,390","1,803","3,306","1,290","2,918",871,"2,939",321,"1,790",6,154,0,0,0,0,0,0,2020-09-03 12:26:43
2020-08,분당선,149,수서,44,2,"2,947","2,834","6,112","10,540","19,449","21,425","29,551","39,294","18,802","22,595","17,378","15,149","14,579","12,339","17,646","15,145","17,036","14,799","12,725","14,489","19,202","15,905","22,486","19,191","28,153","23,188","37,140","32,974","17,054","24,797","16,974","16,794","11,471","13,185","11,134","11,201","5,235","5,632",9,497,1,0,0,0,0,0,2020-09-03 12:26:43
